Cycle,Année,Matière,Nom du fichier PDF,Lien direct,Chemin complet
1as,matiere,fr,8446.pdf,https://drive.google.com/uc?export=view&id=11yrCGdPtrfi1umCAQo_AAMnTgfh4tToO,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8447.pdf,https://drive.google.com/uc?export=view&id=1FdycWB_YwDMP7dPL35GtOBEMezPzV_pn,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8445.pdf,https://drive.google.com/uc?export=view&id=1OGe8nEN8PLSLIn_PEVsKEHtM9HWSVkHp,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8443.pdf,https://drive.google.com/uc?export=view&id=14RgMbZRQhu3Mgf2n6Yg3FuEyQdKtcbgQ,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8444.pdf,https://drive.google.com/uc?export=view&id=1_2l0Xem-RbJCHteIWOasA5wEAS7NsC8E,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8442.pdf,https://drive.google.com/uc?export=view&id=10uWz0Qv_o8Mbd3OG4HTMOPPQmhIRkXgg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8441.pdf,https://drive.google.com/uc?export=view&id=1N17FL8M5HSBOnEIsW5QTVW_x45FlF4oU,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8440.pdf,https://drive.google.com/uc?export=view&id=1Yu0V8k4mcfAWHG1AjYozUHzTt61oWK7B,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8439.pdf,https://drive.google.com/uc?export=view&id=1oyyJ-qqubu4O_yyNzrIZSui5GbKEdTrx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8438.pdf,https://drive.google.com/uc?export=view&id=1C6UoZ2hV62t3WSyesOHUHnU2uCjZtEQx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8437.pdf,https://drive.google.com/uc?export=view&id=1GxnvzE41ut1cb6-xvtCJb4cEWeBrXxes,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,8436.pdf,https://drive.google.com/uc?export=view&id=10o8llAWagEXTGi2AtxvBbU_GUddDvQ-C,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31131.pdf,https://drive.google.com/uc?export=view&id=1Btp9Co1wxNf6Q5XrDIvoaaVr2QSLiqUi,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31130.pdf,https://drive.google.com/uc?export=view&id=1v1zmWWwOLi3493nbMpuoVGSSvLP6QV7L,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31129.pdf,https://drive.google.com/uc?export=view&id=1QfhB4qaqnzI4mMqb4_tNEraFLYYVi4DU,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31128.pdf,https://drive.google.com/uc?export=view&id=1qbcMpuKmuDYJWNZo62doijlNpNvh7b3t,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31127.pdf,https://drive.google.com/uc?export=view&id=14AkbT0Sqpn0T3Jmu9p6S0lzKVZ7oPTUR,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31126.pdf,https://drive.google.com/uc?export=view&id=19grrTN8fRyE_mQPgOOn03f8lEIkwHd6e,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31125.pdf,https://drive.google.com/uc?export=view&id=1vkxHg-u_jx3JsVUEKQLezvc0Yh1dhj9u,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31124.pdf,https://drive.google.com/uc?export=view&id=1EFiLYy-XGq8ymrEinIdflh4zg3UkPYao,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31123.pdf,https://drive.google.com/uc?export=view&id=1TZn4hTiRIej20OUX-9fHLQIvKX4-nOG_,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31122.pdf,https://drive.google.com/uc?export=view&id=1UlabevS6AgMckMf4udJq-gJJe1dOOO0u,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31121.pdf,https://drive.google.com/uc?export=view&id=1lZIQA9Rv87kZVYLJpkwoQdAzkK5sumez,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31120.pdf,https://drive.google.com/uc?export=view&id=10wtUOWy-8US6v_WiPFZLLwAiThb5XDZl,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31119.pdf,https://drive.google.com/uc?export=view&id=1K6mVdWo_javNTGYx7jKwJ8918OxDgsul,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31118.pdf,https://drive.google.com/uc?export=view&id=13Nnm-sMDkbbpF4PbbJBZ1QVxNsIaqdAc,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31117.pdf,https://drive.google.com/uc?export=view&id=1E85zAEK_r6DJXkqe2zCYpksU-NpAWdb0,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31116.pdf,https://drive.google.com/uc?export=view&id=15MPbGdke0JMKn08tYMj5ek-fwpSjZx2s,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31114.pdf,https://drive.google.com/uc?export=view&id=1i-IeIjRFFMbtaO62OIKcF33gDxvB4CHs,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31115.pdf,https://drive.google.com/uc?export=view&id=1CrqJgEDx9JmxO0hsrL6Lj-w13LUHuWYA,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31112.pdf,https://drive.google.com/uc?export=view&id=1IDbMrlClPeHBm3iOuWd0Rt_0ThLFxrOc,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31113.pdf,https://drive.google.com/uc?export=view&id=1bwAWE10ZeiyLtWY5WP3osoSUlm54hX4Y,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31111.pdf,https://drive.google.com/uc?export=view&id=1zxpq_PQWLL8b-nFKjal_KETyOjOSXEoy,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31110.pdf,https://drive.google.com/uc?export=view&id=1KqEHdEXSCNbR1YJSsSfJDbGvcM0yk12y,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31109.pdf,https://drive.google.com/uc?export=view&id=1MLDm0DBCA4jrY5pSnU-xvwDMC6y2z_Cm,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31108.pdf,https://drive.google.com/uc?export=view&id=10TwgKu0DO6MFnJbL4-lsBR3D7qfuqENB,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31107.pdf,https://drive.google.com/uc?export=view&id=1ka0roeinEyaRuHoYs54QsRCUFMgG7ZZp,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31106.pdf,https://drive.google.com/uc?export=view&id=1oKVZYwRuGtcAdzjkc7KLfF5aC5YjsJEF,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31105.pdf,https://drive.google.com/uc?export=view&id=1KmQ3jHKWPpoOZ7yNmIXjp8heM9lYTHes,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31104.pdf,https://drive.google.com/uc?export=view&id=1qLkrCmXTotDQ9GdFka0zeboXMR-eL-P3,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31103.pdf,https://drive.google.com/uc?export=view&id=1iQ0OC4E54hfrUpmDrKzjy-Df_qyR3aWX,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31101.pdf,https://drive.google.com/uc?export=view&id=1K2sj4vIuLowgy0Y5v4SKjr50fRfrZx5e,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31102.pdf,https://drive.google.com/uc?export=view&id=1zNQZnJVIQkhxi4zQJA9KV3mG-l4Uu7t5,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31100.pdf,https://drive.google.com/uc?export=view&id=1xuS0gBNt6wwDD60mTnE-UWGur0-IuZ7d,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31099.pdf,https://drive.google.com/uc?export=view&id=1ngLUJcA-oHhHtdBmL2j7IhfC7zxv2yPM,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31097.pdf,https://drive.google.com/uc?export=view&id=1GQdvp4QIGlboeqZpCxXllThgRnuqY6hY,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31098.pdf,https://drive.google.com/uc?export=view&id=1Yn2GBXmChtdy4DUbkxV0MyAZ0_Sz3MPm,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31095.pdf,https://drive.google.com/uc?export=view&id=10D2WLB0wfF_B2QC6YNnA7K9yJ7pIK0XS,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31096.pdf,https://drive.google.com/uc?export=view&id=1Y4z3hFYR2-Ft_Ht9wTho74zovg4ire3m,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31094.pdf,https://drive.google.com/uc?export=view&id=13Gyfnwme0PAyX_062TNf0BbzXdpP5kF5,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31093.pdf,https://drive.google.com/uc?export=view&id=14uv9_dxB9zg4BmNO2Nlxcai7i_EbjnGg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31092.pdf,https://drive.google.com/uc?export=view&id=1I3JtQsHpH8FCT6UNsLmk2d1VRhZqgywP,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31091.pdf,https://drive.google.com/uc?export=view&id=1UuqfOZZ7btnscR5DECJGnkqts3qKStP-,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31090.pdf,https://drive.google.com/uc?export=view&id=14A2bP7TV5j9gaDgmwUB-iVKX5MJs1WHh,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31088.pdf,https://drive.google.com/uc?export=view&id=1Gg01OX5Wvs44KhxuIF-RRDs4pbMfocO9,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31089.pdf,https://drive.google.com/uc?export=view&id=1i5p5V3sdBBbNAE916YdNBMyZaHRQlQvx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31087.pdf,https://drive.google.com/uc?export=view&id=18utB-SHP7y89Y07S9Nqzso1OC2YeUFtE,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31084.pdf,https://drive.google.com/uc?export=view&id=1HrIFd5G3ISsXWWhWv1cac3YfWXPkXoTr,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31086.pdf,https://drive.google.com/uc?export=view&id=1L6U7eHYDDbW8ETsrx_kJGoPjDtsGpjOg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31085.pdf,https://drive.google.com/uc?export=view&id=1Vw4X6EMeR34ASos0F7w16CxLu4DwKiSI,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31081.pdf,https://drive.google.com/uc?export=view&id=13FC_s-xkpsUGrfvi_U-OeGhI-BbJND2B,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31083.pdf,https://drive.google.com/uc?export=view&id=1tcUwmP5fiY8zXupbGOrFWWeIcWrEI8SB,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31082.pdf,https://drive.google.com/uc?export=view&id=1zJNLll-r5_zkwf67uiFkRkDKbeJsNsNg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31080.pdf,https://drive.google.com/uc?export=view&id=1brpg_aHyXUFZD_2c2LjQDisJNmC1d8Bm,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31077.pdf,https://drive.google.com/uc?export=view&id=15PSDQSPWKFem73YZWYJNi3CMrx5L5egx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31079.pdf,https://drive.google.com/uc?export=view&id=18O-OOcRYcCKmCpOMDN9K9p12CfQnovla,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31078.pdf,https://drive.google.com/uc?export=view&id=1ruMzQxW-PUSJ1z8-q2v6MRnvBxcppJ-v,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31076.pdf,https://drive.google.com/uc?export=view&id=1VlAJMEsn55BNROrE_iTxFLgsFxNPZNc9,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31073.pdf,https://drive.google.com/uc?export=view&id=1FjxXVEu2KCXteUEYN6nsH9PzBrsEX3in,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31075.pdf,https://drive.google.com/uc?export=view&id=1SqlNCIh8TbRf4phRZZD0s6QZHTx194Py,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31074.pdf,https://drive.google.com/uc?export=view&id=1XEKEoFk5RaKOx4QOXfmBYrv_ek9v9jN9,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31071.pdf,https://drive.google.com/uc?export=view&id=1-EU7gVacPwuAavY8H58c1NGElbuQAxok,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31072.pdf,https://drive.google.com/uc?export=view&id=1EssNxcRtgU5X-yFTSA3T_CQRxesUdmkD,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31070.pdf,https://drive.google.com/uc?export=view&id=1TquQR50kZKUe_2KttjpgLAa0w3hqbQ4X,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31068.pdf,https://drive.google.com/uc?export=view&id=1i7WJlcQdl4hHXdmbmekP_zLCVUzrreAY,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31056.pdf,https://drive.google.com/uc?export=view&id=1wFRnnKLw-KyezMVx4PWTeSfdudx4cVGQ,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31069.pdf,https://drive.google.com/uc?export=view&id=1xrCu0omiK53_YVPz2IrErltO0g2S-GNk,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31067.pdf,https://drive.google.com/uc?export=view&id=1VwWRe9MswSqmbfVJt0iFd6lkO7G_uJb3,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31066.pdf,https://drive.google.com/uc?export=view&id=1jeLzijT2-Q3zfOTCNHZm2-NsvlZodtah,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31065.pdf,https://drive.google.com/uc?export=view&id=1rSnWwwLE6DMClLxF3V2pEqfPW9rui_HG,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31064.pdf,https://drive.google.com/uc?export=view&id=1JCY1WLmvkXlEdrAorqhb0fm65CHByX2c,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31063.pdf,https://drive.google.com/uc?export=view&id=1WKL8cLeaLRx3UxvDzZGhR_dyGwMiKotA,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31061.pdf,https://drive.google.com/uc?export=view&id=1KkzFkTmVc3ozZuslKQoB1_MBRWm2mt0K,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31062.pdf,https://drive.google.com/uc?export=view&id=1mk0OltwIBCp4FzS1UmULWPvncUx_L0zo,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31060.pdf,https://drive.google.com/uc?export=view&id=1L3fUpxZokReLJqnfhbeO2ga6n-hVtwcV,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31059.pdf,https://drive.google.com/uc?export=view&id=1u4gDwJkyqL_diOgOqmzpklxLpYc25IVK,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31058.pdf,https://drive.google.com/uc?export=view&id=1IuMTw2bm2lgmGjmPciE8G7ct25MF_Z8O,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31057.pdf,https://drive.google.com/uc?export=view&id=1Ridd65IhUuRd_9krY2QJmfI8bUCA9dHp,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31050.pdf,https://drive.google.com/uc?export=view&id=1NhcBCmUrh541wm6srbnGq6U9C22UQB9P,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31055.pdf,https://drive.google.com/uc?export=view&id=1oQlcGAiYSjUr94a_az5sXgn7Z4cyV8Ev,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31054.pdf,https://drive.google.com/uc?export=view&id=19Zr7PSlLvgM6RQ-yjvNzy14e9vvEdaiM,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31053.pdf,https://drive.google.com/uc?export=view&id=1aCdeF28dAHlY4VkKTHBSadaOJqwMct6g,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31052.pdf,https://drive.google.com/uc?export=view&id=1nGUpHh5GLpyguFGUV6BudK7rBP1upDse,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31051.pdf,https://drive.google.com/uc?export=view&id=1j1oUW3loJ7VjDOPFD1SgAegedWzsI7oU,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31049.pdf,https://drive.google.com/uc?export=view&id=1VPq9YiQClM7UGbKTJNT_zPo46QW7TdPD,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,fr,31048.pdf,https://drive.google.com/uc?export=view&id=1157HvFWZ9qv6216Y1WNsyGGGY-RHK3Bj,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / fr
1as,matiere,hist,8700.pdf,https://drive.google.com/uc?export=view&id=1CaQbAzeNSB0VdZ-AyICc503yB4pBy9XI,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8699.pdf,https://drive.google.com/uc?export=view&id=1q8VsTuHKXb1scX5sKwhpumQPId5rCQg_,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8698.pdf,https://drive.google.com/uc?export=view&id=18sc89L7trFOR19kHOI_p-KvK4eW1nzxi,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8697.pdf,https://drive.google.com/uc?export=view&id=1tAkHHDAdoNFnU0NWuqXiNrnaC4rUcWto,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8695.pdf,https://drive.google.com/uc?export=view&id=1hJd93CK_0enGInconQy2irBfWFmnEr38,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8696.pdf,https://drive.google.com/uc?export=view&id=1lkyU3FuSm67mo9UXwWR6u-YHod17fgwx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8694.pdf,https://drive.google.com/uc?export=view&id=1plRa3j6GxuxhUVp7A-F5Q3gvtd4FdP-k,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8693.pdf,https://drive.google.com/uc?export=view&id=1bVuXzbc1FHOqRxy1SMAQieWK8fXMAI_6,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8692.pdf,https://drive.google.com/uc?export=view&id=1oVylKf4CpBv7T6LcNK1QpBlKSH2OICwQ,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8689.pdf,https://drive.google.com/uc?export=view&id=11CetVSbsKmExQtU-I_A38CyrzX4ES7J2,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8691.pdf,https://drive.google.com/uc?export=view&id=1HXql0a1Mpobi04qu1yvnzSnhY4s8Ylcu,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8690.pdf,https://drive.google.com/uc?export=view&id=1zkMjdILAQcpSUNsuMCNBmhHbNuW1GwdV,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8688.pdf,https://drive.google.com/uc?export=view&id=12pjZDOKIVLtF0OVO7bICgnKdsEXAq03n,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8686.pdf,https://drive.google.com/uc?export=view&id=19A2-9qdnbeAc7SqzrY39TSFCsAugkyE_,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8687.pdf,https://drive.google.com/uc?export=view&id=1DvMLljepbcItXKxQ1Vsg5s0JYlNBmzsx,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8685.pdf,https://drive.google.com/uc?export=view&id=1Pa_CCJctpPGzpvjJP8SQydcc0L6g8CHg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8684.pdf,https://drive.google.com/uc?export=view&id=1rz47JIKQtzCdypOPgLp3zvzvAdz4B18a,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8683.pdf,https://drive.google.com/uc?export=view&id=124Yzvk9TmPBCLRf_7Pb1-HULaDDlrVNg,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8681.pdf,https://drive.google.com/uc?export=view&id=1mhWHvHpNpNviD1SoHPwrV8K4pI81niic,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8682.pdf,https://drive.google.com/uc?export=view&id=1xugCh2XuY4bFAyI0PiBM2430RMr57sFc,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8680.pdf,https://drive.google.com/uc?export=view&id=11YUdhs3Me3CEmWCXlL9bq1_nXYIo7fE2,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8677.pdf,https://drive.google.com/uc?export=view&id=1FCfkLPHm9Z5dqovpIZS7ukKokOZnVIvC,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8679.pdf,https://drive.google.com/uc?export=view&id=1bv-5y5WiKDvcOBNUu4jeFjqrXZufZoGd,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8678.pdf,https://drive.google.com/uc?export=view&id=1h2a6GHvat8Vmn4HLJ8g_jVreoDlHc_tt,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8676.pdf,https://drive.google.com/uc?export=view&id=1GNoYy7SUsSv8OgvxnZrO5pMPk_IgvZVk,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8675.pdf,https://drive.google.com/uc?export=view&id=1snfrGsjwa607VNx9WFM5w3HbOnaDBuhJ,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8673.pdf,https://drive.google.com/uc?export=view&id=17DS7uGdBSZ47XYqnVN9XmSSAB-9se_-H,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8674.pdf,https://drive.google.com/uc?export=view&id=19Cuw0SlaT6kJenEFdfjAaE1qL_CbGs-s,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8672.pdf,https://drive.google.com/uc?export=view&id=1IBFCmbx3GjvzhIYPqmmat3jy0XvBxV-5,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8671.pdf,https://drive.google.com/uc?export=view&id=1o_KrfnU0_84hx-zIBBH6_3aUAQdkXd37,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8670.pdf,https://drive.google.com/uc?export=view&id=1Ew42ovbmLcBJOWotg_plbgWHsFZ7suoE,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8668.pdf,https://drive.google.com/uc?export=view&id=10OR0nrKqm1cZgrruD59TjH5wKVPlDvkA,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8669.pdf,https://drive.google.com/uc?export=view&id=1dwC3pKtk-E0lgJxjhZomTQgaIvLLLD_Y,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
1as,matiere,hist,8667.pdf,https://drive.google.com/uc?export=view&id=1JWk-yT0Gk7pYytrVC3uUXOVr7_Z1-5Ic,SITE tafawakdz / Cycle / Cycle_secondaire / Annee / 1as / matiere / hist
